drug,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
LORATADINE\PSEUDOEPHEDRINE SULFATE,0.031273767,-0.0010533463,-0.0040286826,-0.0007346888,0.019757709,0.004314686,0.007034232,0.008362341,0.01597462,-0.03884149,0.0027447962,-0.005067843,-0.02532066,-0.0018341427,-0.0052233203,0.012058621,-0.026109735,-0.013554716,0.010785189,0.0058048316,-0.0043265093,-0.0018457742,-0.020524316,-0.024969662,-0.0031969624,0.0007169254,-0.002522233,0.002381232,0.0018216661,-0.0022343919,-0.0073666913,0.0014250891,0.033079214,-0.020952089,-0.006033994,-0.00705483,-0.009608762,-0.016825868,-0.003946498,-0.020932337,-0.023807192,0.004831607,0.037601076,0.019551612,0.02354612,-0.0019258833,-0.012245432,0.009540873,0.0074671884,0.02067134,-0.026889436,0.0015164332,0.010658655,-0.0009448734,0.010413471,-0.008625815,0.0015676899,-0.008069242,0.009195483,-0.013306049,-0.0025136282,-0.0131086735,0.00790496,-0.0024230487
LORAZEPAM,0.0344522,-0.0044010743,-0.013297874,0.005191361,0.028998462,0.01168789,0.013263875,0.03210095,0.008799114,-0.007390625,-0.024161914,0.0114545915,0.0049408632,-0.028707279,-0.010904718,-0.02544285,-0.016002681,0.031056084,-0.015572828,-0.009747341,0.048176043,0.016944082,-0.01972193,0.028768864,0.00636272,-0.027323037,0.027250074,0.02388444,-0.0100952685,-0.029714158,0.0078880275,0.0050582937,-0.001591652,-0.0135348905,-0.0014676716,0.033892617,0.010391237,-0.019247463,-0.009315613,0.009959165,0.040020145,-0.007737764,0.010481912,-0.048280604,-0.0057161003,0.035282988,-0.004006003,-0.025311302,0.010716349,0.023789622,0.0026662424,0.01926546,-0.05041595,0.033255246,-0.045063112,-0.00057000044,0.0019307398,-0.0005001762,0.017872453,-0.010669458,-0.0019902189,0.024544954,-0.01685463,0.04766184
LORLATINIB,0.030138528,0.03286251,0.008295782,-0.003327799,0.041905712,0.012032744,-0.015869798,-0.0021726447,0.028848412,-0.058036916,-0.05594214,0.004110181,-0.04647147,-0.025051128,-0.024691349,0.027743112,-0.0026268594,0.017039163,0.035995264,-0.03994696,0.040339183,-0.026133986,-0.01989197,0.0010561165,0.007856469,-0.0052590244,-0.0053766174,-0.03380747,-0.027717171,-0.065875016,0.034111567,0.01921361,0.017620392,-0.015978243,-0.034296885,0.0075147855,-0.029166186,-0.054153144,0.025043584,-0.021191653,-0.0023320646,0.002392814,0.033897962,-0.0100499,0.022723349,0.0061603948,0.012661035,0.0481777,0.053351704,0.038829435,-0.018310577,0.00995022,-0.013771107,0.020732809,-0.014795098,0.021809053,-0.028674806,0.004112806,0.01040023,-0.0024849465,-0.0025480653,0.011291809,0.010687192,0.05947196
LOSARTAN,0.022581242,0.033373434,0.013082772,0.010252812,0.0013047243,0.032646526,0.010588558,0.006007134,0.020317672,-0.006317589,-0.012313382,0.0034623719,-0.021592524,-0.0258931,-0.011848848,0.0061518583,-0.0033205508,0.026119633,-0.0054176333,-0.013017261,0.02615143,0.03568375,-0.011582847,-0.011650854,0.009864288,0.0035344854,-0.029002741,0.01215766,-0.014574173,-0.0048349425,-0.004677896,0.013595869,0.01034589,-0.021547358,-0.022758588,0.027397241,-0.010484432,-0.01579476,-0.0025357655,-0.024854753,0.031074762,-0.013528085,0.01693487,-0.0066288672,0.020473212,-0.022715356,-0.011942116,0.018247057,0.024690412,0.004492234,0.005910778,0.01211648,0.0022932927,0.045936402,-0.008516226,0.016592281,-0.0134516135,-0.008251232,0.025157781,0.013260811,-0.0028166098,-0.015340577,0.011163901,0.02491699
LOSARTAN POTASSIUM,0.011136648,0.008016634,0.014242921,-0.007664532,0.015453695,0.028302874,-0.021910964,0.0003121611,0.02810653,-0.00075152685,-0.03596421,0.019657504,-0.0012272978,-0.032936376,-0.0117640905,0.006483767,0.004041941,0.011722291,-0.00733977,-0.01197078,0.027010363,0.017964141,-0.020517636,0.00058072456,2.6638105e-05,0.023294888,-0.023882497,-0.013126545,-0.001408951,-0.022974376,-0.009271375,-0.005242431,0.0018795194,-0.006028402,-0.010225961,0.004598854,0.008223939,-0.0152449105,0.015008344,-0.023328325,0.0032829081,-0.00039194527,0.02583749,-0.0098763835,0.02233615,-0.019915158,0.0047639855,0.016106365,-0.009794581,-0.0067142295,0.011594847,0.0013975515,-0.002262126,0.03236266,-0.01142056,0.018078806,-0.008040122,-0.0091956435,-0.00046663606,0.011356282,0.00024292376,-0.015439762,0.02480598,0.04682403
LOSARTAN\LOSARTAN POTASSIUM,-0.0022411246,0.01454757,-0.002690373,0.004772163,-0.010620888,0.02691222,-0.016162591,-0.00036334872,0.012794306,0.016269354,0.023288043,-0.013414825,-0.013890018,-0.026761116,0.01691509,0.01973581,-0.0028097518,0.0035593607,-0.010304369,0.0054316795,0.003190593,0.027828699,-0.019249752,-0.00685302,0.009432567,0.011684606,-0.011135361,-0.0015600058,0.0029433141,-0.0028857253,-0.019262841,0.022495855,0.008202623,0.0015309446,0.011807922,-0.0063821687,-0.004556827,0.008329025,0.0073078573,-0.027964415,0.009142109,-0.026070949,0.0037400068,0.0003193637,0.0007225112,-0.017707305,0.007655463,0.01369342,0.007406021,-0.019409264,-0.0076457607,0.013663808,0.014971665,0.024952121,0.009351067,-0.0065533966,-0.008278103,-0.0044687595,0.0027794077,-0.008302225,-0.012879683,-0.0383238,0.03058342,0.017263718
LOTEPREDNOL ETABONATE,-0.01287159,0.0038443992,-0.03740899,-0.0028220161,0.009996085,0.005365844,0.010397233,-0.011793163,-0.023444029,0.0030444667,0.03567295,-0.010502264,-0.010164159,-0.009782223,-0.011461718,0.0061425427,0.01289777,0.0059590084,-0.0310809,-0.011199192,0.015302868,-0.005820835,0.011237959,-0.027211035,0.03554127,0.008796033,-0.0100004785,-0.0016317059,-0.006401065,0.031236611,-0.016468253,-0.041558784,0.003330136,-0.0068649454,-0.004230137,-0.015642397,0.028258566,-0.02064126,0.030409353,-0.030660179,-0.017794754,-0.0017388538,0.04182645,0.014731712,0.013319921,-0.033045027,0.021162676,0.028839018,-0.011163595,-0.0062368293,-0.001151814,0.001027546,0.010898552,-0.012432651,-0.03583474,-0.017594093,0.0028419523,-0.019318707,0.0073059225,-0.0061803684,-0.026387813,0.03134121,0.012475125,-0.010554351
LOTILANER,0.0025176343,-0.0002735697,-0.041128304,0.0032734242,0.016282775,0.0370329,-0.01601434,-0.0028032886,-0.048121,-0.017366868,0.0229617,0.009330766,-0.020618565,-0.004429008,-0.0026379002,0.033228718,0.009740762,0.016645148,-0.012033681,-0.008063936,0.01872265,-0.0399029,-0.0058571612,0.005100907,0.029365368,-0.0071234466,0.051065203,-0.00048431216,-0.030664014,0.0058877952,0.007021154,-0.043021373,-0.0075273183,0.0037320748,0.0035997897,0.0077303634,0.050353628,-0.048590053,0.013090695,-0.040100433,-0.010834363,0.0051761796,0.030078065,-0.013080953,0.04176929,-0.02554727,0.0002633121,0.03105432,-0.019774122,0.0072830063,0.019665431,-0.023895908,0.016536472,-0.048863284,-0.03910421,-0.020524332,0.0019256914,-0.00318516,0.01396752,-0.007848693,0.0004528057,0.059276745,-0.005437659,0.0016232844
LOVASTATIN,-0.0022617474,0.002654021,-0.017497253,8.66079e-05,0.0008813416,0.0070508253,-0.005642118,0.011789686,-0.0069991397,0.00072373095,0.01644343,0.004332474,-0.016667292,-0.022199813,-0.0153568955,0.007520769,-0.0066016666,-0.0061037755,-0.0013335131,0.0035493341,-0.011664893,-0.008361851,-0.005995613,-0.017611954,-0.0026416092,0.011720014,-0.033694655,0.0028178068,0.018468412,0.008670571,-0.016665174,-0.011249352,0.0080376575,-0.015042642,-0.01753204,0.0026303355,-0.0059162267,-0.0074475077,0.0081924135,-0.009336523,-0.009665684,-0.0057200915,0.025280437,0.0068149655,-0.006040991,-0.015857145,-0.006803873,0.0058380896,-0.00795858,-0.010801743,-0.021766992,0.0004141469,0.012559919,0.015572008,-0.00084726966,-0.016720494,-0.012241204,-0.005284031,0.002171985,-0.014041673,-0.015151009,-0.014066432,0.011641733,0.0021915606
LUBIPROSTONE,-0.0051588067,0.020060033,-0.022020303,-0.004954214,0.012772529,0.017316626,-0.0138659915,-0.026117757,0.004258918,-0.013208353,0.013752775,0.02660057,0.019663522,-0.047194578,-0.0043931543,0.020361139,-0.010412514,-0.011341755,0.021254094,-0.017389284,0.0052607544,-0.0030474234,-0.0046723187,-0.05189855,0.007808534,0.0122744115,-0.023923786,-0.020010818,-0.007782996,-0.005385859,-0.00996301,-0.0038169804,0.027739147,-0.024887713,-0.012236244,-0.012413955,-0.011922763,-0.008024711,0.013589441,-0.021881344,-0.024587575,-9.682195e-05,0.033887383,0.014956682,-0.00071753276,-0.023312222,0.0037553983,0.035991207,0.003951662,-0.0144025795,-0.0034189913,-0.002211491,0.010982563,0.023061667,0.01011483,0.011276724,-0.020701582,-0.031147247,-0.0038711748,0.010314901,-0.01706247,-0.015320237,0.004567978,-0.0068484014
LUMATEPERONE,0.009013233,0.005618837,0.0081310775,-0.042052887,0.04374556,-0.0031845404,0.0103455875,0.011267932,0.0023680984,-0.025192542,-0.025197107,0.052588172,-0.0039703473,-0.03749165,0.0037542053,0.0011286727,-0.05430703,-0.024488097,0.020966925,-0.028528107,0.051059943,-0.058389258,-0.017609179,-0.014071707,-0.016593099,-0.03566261,-0.011699394,0.009796572,-0.011309572,-0.04527458,0.002973612,0.011643376,0.026390806,-0.013895181,-0.023305748,-0.0061269277,-0.014891406,-0.002052482,0.028427538,-0.020120243,0.000604247,0.019733462,0.026037676,0.0034914804,0.028002089,0.030463438,0.021033963,-0.009396921,0.050227866,0.056463428,-0.028457405,-0.0023785818,-0.0053536654,0.019417299,0.003581296,-0.0028072936,-0.023885049,0.016920833,0.014535243,-0.0031093352,-0.0031786342,-0.0068408055,-0.027135912,0.035864256
LURASIDONE,0.012048111,-0.004323815,0.009175995,0.008385028,0.025716448,0.006111813,0.0043586334,-0.013006451,0.019884804,-0.004007232,-0.006744468,0.008406533,0.011895096,0.008771334,-0.0030991146,-0.012938745,-0.0291316,-0.010891456,0.018209796,-0.0067913863,-0.00521504,-0.028706012,-0.0026076564,0.011520596,-0.027770875,-0.016327562,0.03324153,0.011787,0.0071954173,-0.018102484,0.0033398615,0.015807295,0.02857166,0.0060369503,-0.0031410537,-0.0057400963,0.004712539,-0.011730889,0.006346909,-0.006638614,-0.0029635937,0.00072926097,-0.011766736,0.00028468008,0.0018006143,0.03373722,0.013708795,0.0012321448,0.02145526,0.024832152,-0.010077099,0.0055577946,-0.0010117848,0.015279565,0.02801056,-0.00080991193,-0.0062457547,0.022146855,0.014058385,0.027527055,0.017516244,0.009462009,-0.016854336,-0.0017223045
LURASIDONE HYDROCHLORIDE,0.0254017,-0.011442076,0.024397524,-0.018561695,0.03219858,0.015959917,-0.013054265,-0.008117155,0.0058397213,-0.0043978035,0.014106556,0.02660688,-0.0009829376,-0.0038950846,0.0007681066,-0.028125174,-0.025607206,-0.020600097,0.031221177,-0.017124554,0.007494403,-0.008683767,-0.011669567,-0.016283626,-0.0117125325,-0.016582815,0.018593132,-0.008150778,0.005558413,-0.00038818608,0.012971938,0.011642823,0.030085634,0.014938217,-0.02434503,-0.005949484,-0.015293292,-0.004434643,0.0010954858,-0.017489389,0.0010041406,0.020290462,-0.026452439,-0.0031099196,0.006363153,0.013658893,0.0015148785,-0.01902331,0.014641809,0.013948278,-0.011295541,0.006507154,-0.013319219,0.022661025,0.013489038,0.008728267,0.0011305243,0.016038949,-0.011589949,0.014822754,0.021950953,-0.008076172,-0.005682177,0.0011920091
LURBINECTEDIN,-0.013355093,0.0029839526,-0.0009672881,0.0011513392,-0.031568076,-0.042187694,-0.0077051455,-0.012285999,-0.012301257,-0.005078357,-0.021886071,-0.010976141,0.011234281,-0.0008894074,-0.01664753,-0.0077311844,0.022508815,-0.000105340405,-0.009881346,-0.01988146,-0.029515432,-0.01590717,0.0044820625,0.011734906,0.01938414,-0.014109267,-0.019958233,-0.02202307,0.020417469,-0.0078918105,0.004863304,-0.0070213582,-0.035684478,0.011004838,-0.029829103,-0.018337823,-0.013221604,0.021523671,-0.014372653,0.013737598,-0.0029651802,0.0092225475,-0.014140779,0.016032958,-0.010454132,-0.021731278,-0.0045823255,0.026205907,-0.022571107,-0.025691692,0.019962238,0.016228443,-0.00013679967,-0.024409804,-0.022764888,-0.007716486,0.002749772,-0.02320036,-0.01254962,-0.021746699,-0.03540899,0.022644725,-0.014629394,0.015558571
LUSPATERCEPT,-0.03930076,-0.023362575,-0.03467327,0.01419236,-0.0655576,-0.031248726,-0.018473154,-0.009740954,-0.0036279494,0.035895538,-0.020095073,-0.0018552627,0.033401247,0.031329274,-0.005528928,-0.013274541,0.039618887,-8.2341016e-05,-0.017661165,0.009781853,-0.034583643,-0.0028262853,0.019843183,0.032996826,0.02248893,-0.031826608,-0.008552653,-0.020003695,0.008472277,0.024771051,-0.023927772,0.0028931608,-0.055627394,0.012370253,0.0065354696,0.0044287327,-0.0070019164,0.049844526,-0.019944916,0.038105074,0.03873278,-0.00017862623,-0.036330882,-0.01680979,-0.050500683,-0.00449425,-0.0037514619,-0.018812452,-0.02446879,-0.01663053,0.024214748,0.007500752,0.007974176,-0.027798682,-0.008293803,0.009003967,0.03299456,0.008394812,-0.04431838,-0.017110448,-0.018654728,0.00830978,-0.0036290968,0.0027613146
LUSPATERCEPT-AAMT,-0.048272308,-0.030435843,-0.01693845,0.013615144,-0.078578606,-0.03895398,-0.011440121,0.012590587,0.0062715034,0.036683958,-0.047899764,-0.0016732068,0.035554837,-0.01096327,0.0352414,-0.007575772,0.053523004,0.028944902,-0.057890933,-0.012007634,0.0064662523,0.008310999,0.02483932,0.057085127,0.02939446,-0.040348653,-0.0451426,-0.018430226,0.004177924,0.014829496,-0.014266499,-0.0022547839,-0.049653094,0.0058496795,0.0071633034,0.009565307,-0.027941544,0.035582453,-0.03626802,0.054964572,0.057446953,0.010630931,-0.030056873,-0.012473122,-0.04891134,0.007792758,0.02656809,0.0026059968,-0.033463262,-0.062400855,0.037958797,-0.0011026337,-0.021550486,-0.010141943,-0.026443921,0.009315551,0.015023882,-0.0037406003,-0.037223592,-0.005821824,-0.030941075,0.027123678,-0.007041213,0.031069594
LUTETIUM LU-177 VIPIVOTIDE TETRAXETAN,-0.04250539,0.0077099404,-0.01302721,-0.005730522,-0.023841716,0.008895434,-0.019632945,0.021729898,0.007248476,0.022519097,-0.030757125,-0.027482778,0.016985312,-0.010612895,-0.00038323598,0.03605038,0.015949326,0.002435532,0.0031213744,0.0021311739,0.0022751433,0.03024643,0.021069035,-0.0063584796,0.034445547,0.019891554,-0.051574897,-0.055855367,-0.0172469,0.006005555,0.0048348955,-0.005809678,-0.031474963,-0.016682941,0.033920035,0.01033596,-0.02632015,0.038101383,-0.016112031,0.005358845,0.00302457,0.0066862223,0.006990744,-0.01336874,-0.010446613,-0.024148673,-0.0066322586,0.030166976,-0.014677526,-0.03577466,0.023927324,-0.019191802,-0.0047358125,0.0035271083,-0.011097864,-0.0031118754,0.04157981,-0.028169055,-0.014029142,-0.035271246,-0.042808548,-0.016691059,0.008988149,0.012291155
LUTETIUM OXODOTREOTIDE LU-177,-0.025356667,0.0215382,-0.011756557,0.021579757,-0.022118771,-0.018936174,-0.022081556,0.016882343,-0.009984772,-0.0093897665,-0.035093512,-0.017960371,0.0031567586,-0.019275166,-0.004477223,0.025751876,0.04128873,0.015292583,-0.02797083,-0.008387174,0.020963602,-0.012494031,0.00071110885,0.024328373,0.027537853,-0.002788123,-0.0070884167,-0.028455483,-0.019340444,0.014521335,0.0007870211,-0.004025808,-0.0072254958,-0.00088484504,0.027798804,0.0062905117,-0.009767868,0.011312196,-0.0100083165,0.0112638185,0.017835537,-0.02069832,0.0118134245,-0.033407558,0.007460519,-0.010573175,-0.013629527,0.0073228143,0.018098915,0.003474918,-0.0025029834,-0.011413767,-0.00907522,0.0034513094,-0.012740157,-0.0028155432,0.012312146,-0.00048007525,-0.0063058767,-0.034166213,-0.021981398,0.015131427,0.018324438,0.031143306
LUTROPIN ALFA,-0.0441875,-0.03270184,-0.0016930017,-0.014965906,-0.060986508,-0.06409315,-0.020773536,-0.012189267,0.006931114,0.0065712347,0.008616315,0.0073576304,0.015384276,0.047395773,0.013419331,-0.05042899,0.021593112,-0.015511103,-0.01663699,0.036159866,-0.02524095,-0.03995851,0.033934124,0.047819402,-0.00370546,-0.042798273,0.009032388,0.028259702,-0.0038075217,0.024109568,0.0042033065,-0.005083165,-0.03202904,0.0100477375,-0.024254018,-0.01864821,-0.0048262137,0.04293649,-0.0029367013,0.07058944,0.046567544,0.0058477772,-0.071016416,-0.004591425,-0.017931834,0.013342099,-0.018997177,-0.025809476,-0.0022500623,0.005450665,0.02045221,-0.0021206667,-0.03512685,-0.046418916,-0.010982031,0.0042372337,0.03268975,0.0474846,-0.026593834,-0.0069346353,-0.016854495,0.039651234,-0.0210337,-0.020145321
MACITENTAN,0.047297914,0.025363298,0.049947727,0.021464065,0.0434004,0.05132022,0.048947074,0.030828606,0.0032489032,-0.0066675344,0.0013964805,0.016196705,-0.022431076,-0.034127943,0.019569647,0.015944412,-0.007974333,0.01575896,-0.01737519,-0.014940543,0.030538132,0.0071389186,-0.049493074,0.002203775,-0.035540096,0.019253947,0.016780367,0.0097103845,-0.023815783,-0.012223294,-0.00788219,0.018315392,0.035938866,0.006123821,0.018013272,0.04143796,0.021134779,-0.045678705,0.044611424,-0.034488652,-0.013927151,-0.03475393,0.036526326,-0.04602643,0.0061670006,-0.0074041504,-0.0141603295,0.0035930653,0.005457874,-0.011346874,-0.024466041,0.0045386897,0.008134782,0.052364692,0.027237147,0.03155468,-0.026389115,-0.032846827,0.041966166,0.009005984,0.01681357,-0.01824587,0.019298986,0.031118484
MACITENTAN\TADALAFIL,0.028488625,0.009547059,0.01959809,-0.022341626,0.04912766,0.033921726,0.0027753785,-0.00021822486,0.008629885,-0.014338315,0.017216269,-0.008675193,-0.013373924,-0.012381324,-0.0016829034,0.008054099,-0.0205255,-0.019816026,0.0053558657,0.0056802016,0.009219546,0.014712084,-0.009938588,-0.03770536,-0.007608404,0.01631166,0.0021667655,0.0083078025,0.012163402,-0.017174447,0.00960601,0.01530513,0.04304113,0.003551993,0.0040429784,-0.01008657,0.0058462336,-0.012683488,0.017432103,-0.035148326,-0.023234503,-0.025299998,0.009592819,0.008947085,0.02601734,0.0022648661,0.00900709,-0.0017680874,0.021488115,0.010783434,-0.041690018,-0.0010242416,0.0075087394,0.027653283,0.011479502,-0.008064212,-0.016932223,-0.0034372061,0.023593694,0.012296065,0.006272946,-0.0051622544,0.0058075045,0.0076070754
MAGNESIUM,-0.018272035,0.004365403,-0.011074444,0.013598852,-0.024782507,-0.005177646,0.0060140104,0.014419875,0.007675708,0.017776068,-0.0069726817,-0.0051793023,0.0034519702,-0.006137944,0.023521127,-0.009752061,0.010445618,0.008891886,-0.011942896,0.017543662,0.0035394975,0.021298215,0.006347013,0.0030928738,-0.010468569,0.020768207,-0.034416974,0.008459225,-0.014066875,0.018295735,-0.028124934,0.015833426,-0.01787439,0.008369932,0.037026618,-0.018276742,-0.012645068,-0.009675635,-0.0008254585,0.0069106296,0.0062024896,-0.020305883,-0.00028790778,-0.0070880386,-0.009823022,0.0035476168,0.005933286,-0.024898715,-0.021008281,-0.02027976,0.0027898187,0.008102385,0.01435541,0.025863482,-0.015070313,0.01135145,-0.04130106,-0.022351712,0.011836641,0.0076003927,-0.014106542,-0.015417581,0.01617605,-0.0054459977
"MAGNESIUM CHLORIDE\POTASSIUM CHLORIDE\SODIUM BICARBONATE\SODIUM CHLORIDE\SODIUM PHOSPHATE, DIBASIC",-0.022456532,-0.009074643,-0.009415148,-0.0007311306,-0.019879261,-0.009669361,-0.00078195106,0.009319582,-0.012001094,0.015058644,0.010620319,-0.025368204,0.0038062893,0.031182619,0.004167617,0.0013349485,0.0076392205,-0.0010209623,-0.01088816,0.028351618,-0.011340635,0.0397164,0.02644484,-0.012818603,0.0062534884,0.02217981,-0.004468799,0.0005913853,-0.018034328,0.041674912,-0.0083291,-0.022808904,-0.035222016,-0.0074427645,0.025972573,-0.008717949,-0.011841384,0.030663095,-0.017904801,0.0090593435,0.0079940045,-0.021353154,-0.01363582,0.015113922,-0.024934147,-0.027569944,-0.008968248,-0.015095548,-0.028154328,-0.029198585,-0.0006457989,0.014637603,-0.00093416317,-0.023572428,0.0025516131,0.0024097115,0.013998536,-0.00024598843,-0.0093865,-0.008045439,-0.026522607,0.0045876303,0.0116817085,-0.029931908
MAGNESIUM GLUCONATE,0.0016154798,5.7772882e-05,-0.015713954,-0.011590376,0.0032515249,0.0043561636,0.01130476,-0.006670043,0.00210717,-6.399554e-06,0.017856896,-0.012006682,0.0020555074,0.01898322,-0.015597722,-0.008108784,-0.005912552,-0.029520819,0.0067506717,0.0049537756,-0.026206613,0.0015697989,0.006914787,-0.015320887,-0.0030282184,0.0189205,-0.01681865,0.014764409,0.016196871,0.011491839,0.005426553,-0.017139783,0.004485375,0.0038731985,-0.006031699,-0.01935248,-0.0029406173,0.016960427,-0.018656382,0.014482644,-0.011820524,-0.005481279,-0.01652178,0.028197955,0.0026587737,0.025539512,0.02007285,-0.014690519,-0.009601268,-0.010527103,-0.013890824,0.0035779756,0.028673064,-0.012045925,0.024774678,-0.0060438337,0.022738492,0.021032047,-0.0051415283,0.018496688,0.016431265,-0.013845474,-0.0031818503,-0.027171083
